Accession	Organism	Kingdom	Length	Signal_Peptide	Transmembrane_Helix	Train	Fold
P38848	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	579	0	False	False	-1
Q9R1P0	Mus musculus	Metazoa	261	0	False	False	-1
Q9SKT0	Arabidopsis thaliana	Plants	300	0	False	False	-1
Q9UT17	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	328	0	False	False	-1
P83211	Bolinus brandaris	Metazoa	107	0	False	False	-1
Q9MBA1	Arabidopsis thaliana	Plants	536	0	False	False	-1
Q8LPL7	Arabidopsis thaliana	Plants	355	0	False	False	-1
Q8IE47	Plasmodium falciparum (isolate 3D7)	Other	273	0	False	False	-1
Q9S7W5	Arabidopsis thaliana	Plants	355	0	False	False	-1
Q9UIS9	Homo sapiens	Metazoa	605	0	False	False	-1
F4JTE7	Arabidopsis thaliana	Plants	298	0	False	False	-1
Q8RWN0	Arabidopsis thaliana	Plants	571	0	False	False	-1
Q5FBB7	Homo sapiens	Metazoa	561	0	False	False	-1
Q9BTV5	Homo sapiens	Metazoa	496	0	False	False	-1
Q96CJ1	Homo sapiens	Metazoa	260	0	False	False	-1
Q8TBR7	Homo sapiens	Metazoa	257	0	True	False	-1
Q64279	Mus musculus	Metazoa	216	0	False	False	-1
O43137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	85	0	False	False	-1
P32521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1480	0	False	False	-1
Q9SD11	Arabidopsis thaliana	Plants	103	0	False	False	-1
P46938	Mus musculus	Metazoa	488	0	False	False	-1
O74387	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	287	0	False	False	-1
Q7YTB0	Bombyx mori	Metazoa	661	0	False	False	-1
Q06149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	701	0	False	False	-1
Q9US26	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	351	0	False	False	-1
Q86BY9	Drosophila melanogaster	Metazoa	1235	0	False	False	-1
A0A7U2QXY7	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	Fungi	438	0	False	False	-1
O14284	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	188	0	False	False	-1
P54783	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	526	0	False	False	-1
Q84LM4	Arabidopsis thaliana	Plants	764	0	False	False	-1
A0A2R8VHF7	Mus musculus	Metazoa	171	0	True	False	-1
Q12349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	124	0	False	False	-1
Q9NTJ3	Homo sapiens	Metazoa	1288	0	False	False	-1
Q8BZA9	Mus musculus	Metazoa	269	0	False	False	-1
Q03433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280	0	False	False	-1
P24309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	405	0	False	False	-1
A0A120KVW2	Trypanosoma brucei brucei	Other	1136	0	False	False	-1
O08774	Rattus norvegicus	Metazoa	1387	0	False	False	-1
Q8R104	Mus musculus	Metazoa	334	0	False	False	-1
Q9VWF2	Drosophila melanogaster	Metazoa	2006	0	False	False	-1
P40546	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346	0	False	False	-1
Q8GTS1	Arabidopsis thaliana	Plants	227	0	False	False	-1
Q9C0E2	Homo sapiens	Metazoa	1151	0	False	False	-1
P35729	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1037	0	False	False	-1
O14423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	514	0	False	False	-1
O74356	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	585	0	False	False	-1
P40848	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	991	0	False	False	-1
P18494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	730	0	False	False	-1
P43244	Rattus norvegicus	Metazoa	845	0	False	False	-1
Q80Z30	Rattus norvegicus	Metazoa	750	0	False	False	-1
P09597	Spinacia oleracea	Plants	134	0	False	False	-1
P86044	Mus musculus	Metazoa	747	0	False	False	-1
P49299	Cucurbita maxima	Plants	516	0	False	False	-1
Q8VDS3	Mus musculus	Metazoa	158	0	False	False	-1
Q9Z2D7	Mus musculus	Metazoa	554	0	False	False	-1
P36543	Homo sapiens	Metazoa	226	0	False	False	-1
Q9VGL8	Drosophila melanogaster	Metazoa	363	0	False	False	-1
O80931	Arabidopsis thaliana	Plants	367	0	False	False	-1
P28715	Homo sapiens	Metazoa	1186	0	False	False	-1
P53853	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	264	0	False	False	-1
Q06409	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1932	0	False	False	-1
P15343	Equus caballus	Metazoa	58	0	False	False	-1
Q86W56	Homo sapiens	Metazoa	976	0	False	False	-1
P23490	Homo sapiens	Metazoa	312	0	False	False	-1
Q15388	Homo sapiens	Metazoa	145	0	True	False	-1
Q9Z125	Mus musculus	Metazoa	519	0	False	False	-1
Q2MHE4	Arabidopsis thaliana	Plants	390	0	False	False	-1
A0A5K1K8Y8	Plasmodium falciparum (isolate 3D7)	Other	372	0	False	False	-1
Q9NRP7	Homo sapiens	Metazoa	1315	0	False	False	-1
Q9FG37	Arabidopsis thaliana	Plants	838	0	False	False	-1
Q7S2C2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	119	0	False	False	-1
E5FYH0	Ovis aries	Metazoa	1599	0	False	False	-1
Q5FWH3	Mus musculus	Metazoa	603	0	False	False	-1
P38877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	0	False	False	-1
O14079	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	624	0	False	False	-1
P97414	Mus musculus	Metazoa	668	0	False	False	-1
A0A2Z4LIS9	Homo sapiens	Metazoa	290	0	False	False	-1
Q9JM05	Mus musculus	Metazoa	507	0	False	False	-1
O88873	Rattus norvegicus	Metazoa	529	0	False	False	-1
Q5T5X7	Homo sapiens	Metazoa	828	0	False	False	-1
P43565	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1770	0	False	False	-1
P32335	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	436	0	False	False	-1
O00712	Homo sapiens	Metazoa	420	0	False	False	-1
P98078	Mus musculus	Metazoa	766	0	False	False	-1
Q9P7N0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	392	0	False	False	-1
Q6A0D4	Mus musculus	Metazoa	554	0	False	False	-1
P02240	Lupinus luteus	Plants	154	0	False	False	-1
P49728	Chlamydomonas reinhardtii	Plants	206	0	True	False	-1
Q9UST6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	198	0	False	False	-1
A3KPQ7	Danio rerio	Metazoa	1378	0	False	False	-1
Q95XA8	Caenorhabditis elegans	Metazoa	486	0	False	False	-1
Q9R085	Rattus norvegicus	Metazoa	952	0	False	False	-1
Q06163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	884	0	False	False	-1
P35790	Homo sapiens	Metazoa	457	0	False	False	-1
Q8BM47	Mus musculus	Metazoa	761	0	False	False	-1
O35671	Mus musculus	Metazoa	200	0	False	False	-1
Q6SJ95	Mus musculus	Metazoa	350	0	False	False	-1
Q10423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	258	0	False	False	-1
O23365	Arabidopsis thaliana	Plants	580	0	False	False	-1
P39994	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	560	0	False	False	-1
P36056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	628	0	False	False	-1
P40166	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	100	0	False	False	-1
Q12467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	0	False	False	-1
P06841	Scyliorhinus canicula	Metazoa	45	0	False	False	-1
Q8SAB7	Arabidopsis thaliana	Plants	1830	0	False	False	-1
Q9LTW4	Arabidopsis thaliana	Plants	461	0	False	False	-1
F4JGZ1	Arabidopsis thaliana	Plants	1278	0	False	False	-1
Q9H9E3	Homo sapiens	Metazoa	785	0	False	False	-1
P09368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476	0	False	False	-1
Q9SIV2	Arabidopsis thaliana	Plants	891	0	False	False	-1
Q6NNL9	Arabidopsis thaliana	Plants	93	0	False	False	-1
Q6PAC3	Mus musculus	Metazoa	445	0	False	False	-1
Q9WU70	Rattus norvegicus	Metazoa	1152	0	False	False	-1
Q9VT00	Drosophila melanogaster	Metazoa	2351	0	False	False	-1
Q6GYP7	Mus musculus	Metazoa	2035	0	False	False	-1
P25637	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	258	0	False	False	-1
O14388	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	136	0	False	False	-1
P28807	Spinacia oleracea	Plants	88	0	False	False	-1
Q940H2	Arabidopsis thaliana	Plants	237	0	False	False	-1
P0DP99	Mus musculus	Metazoa	47	0	True	False	-1
Q01217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	863	0	False	False	-1
P82920	Bos taurus	Metazoa	87	0	False	False	-1
Q800K6	Xenopus laevis	Metazoa	1513	0	False	False	-1
P39015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	0	False	False	-1
P19736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	530	0	False	False	-1
Q9BPX6	Homo sapiens	Metazoa	476	0	False	False	-1
P11914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	482	0	False	False	-1
Q39214	Arabidopsis thaliana	Plants	926	0	False	False	-1
P78714	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	530	0	False	False	-1
P54857	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326	0	False	False	-1
Q9P267	Homo sapiens	Metazoa	1494	0	False	False	-1
Q08985	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	325	0	False	False	-1
P13275	Scyliorhinus canicula	Metazoa	87	0	False	False	-1
P32790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1244	0	False	False	-1
Q8WWV3	Homo sapiens	Metazoa	396	0	False	False	-1
Q4WGS5	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	577	0	True	False	-1
Q8RY71	Arabidopsis thaliana	Plants	341	0	False	False	-1
Q9FJF4	Arabidopsis thaliana	Plants	306	0	False	False	-1
Q9M219	Arabidopsis thaliana	Plants	558	0	False	False	-1
Q9FN52	Arabidopsis thaliana	Plants	503	0	False	False	-1
Q23529	Caenorhabditis elegans	Metazoa	777	0	False	False	-1
Q96HW7	Homo sapiens	Metazoa	963	0	False	False	-1
Q9HCC0	Homo sapiens	Metazoa	563	0	False	False	-1
Q14693	Homo sapiens	Metazoa	890	0	False	False	-1
Q53H82	Homo sapiens	Metazoa	288	0	False	False	-1
P56329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	321	0	False	False	-1
Q3U108	Mus musculus	Metazoa	590	0	False	False	-1
P24349	Caenorhabditis elegans	Metazoa	1201	0	False	False	-1
Q05344	Drosophila melanogaster	Metazoa	723	0	False	False	-1
O60729	Homo sapiens	Metazoa	498	0	False	False	-1
Q15365	Homo sapiens	Metazoa	356	0	False	False	-1
O74465	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	999	0	False	False	-1
Q9SIV5	Arabidopsis thaliana	Plants	1773	0	False	False	-1
Q6UEG8	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	444	0	False	False	-1
Q8CCE9	Mus musculus	Metazoa	783	0	False	False	-1
O65258	Arabidopsis thaliana	Plants	542	0	False	False	-1
Q8W4F1	Arabidopsis thaliana	Plants	284	0	False	False	-1
P38786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293	0	False	False	-1
P29747	Drosophila melanogaster	Metazoa	516	0	False	False	-1
Q15170	Homo sapiens	Metazoa	159	0	False	False	-1
Q96QC0	Homo sapiens	Metazoa	940	0	False	False	-1
Q96LI6	Homo sapiens	Metazoa	401	0	False	False	-1
Q9D808	Mus musculus	Metazoa	123	0	True	False	-1
P38863	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	823	0	False	False	-1
Q9Y7Q7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	973	0	False	False	-1
P82669	Bos taurus	Metazoa	173	0	False	False	-1
Q99816	Homo sapiens	Metazoa	390	0	False	False	-1
P53083	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	459	0	False	False	-1
O13339	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	988	0	False	False	-1
Q9FNN3	Arabidopsis thaliana	Plants	908	0	False	False	-1
Q9M1I7	Arabidopsis thaliana	Plants	467	0	False	False	-1
Q9SIY3	Arabidopsis thaliana	Plants	210	0	False	False	-1
O95218	Homo sapiens	Metazoa	330	0	False	False	-1
Q4V7C6	Rattus norvegicus	Metazoa	693	0	False	False	-1
Q8IRH5	Drosophila melanogaster	Metazoa	733	0	False	False	-1
Q8VZ20	Arabidopsis thaliana	Plants	314	0	False	False	-1
Q96SQ7	Homo sapiens	Metazoa	321	0	False	False	-1
P40498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	721	0	False	False	-1
O48528	Arabidopsis thaliana	Plants	159	0	True	False	-1
A6H8Y1	Homo sapiens	Metazoa	2624	0	False	False	-1
Q22002	Caenorhabditis elegans	Metazoa	582	0	False	False	-1
Q9Y237	Homo sapiens	Metazoa	131	0	False	False	-1
Q9SZH4	Arabidopsis thaliana	Plants	495	0	False	False	-1
Q6IDB0	Arabidopsis thaliana	Plants	193	0	False	False	-1
I6VSD2	Capra hircus	Metazoa	224	0	True	False	-1
Q9SPU7	Arabidopsis thaliana	Plants	1123	0	False	False	-1
P15505	Gallus gallus	Metazoa	1004	0	False	False	-1
Q9Y287	Homo sapiens	Metazoa	266	0	False	False	-1
A4F267	Rattus norvegicus	Metazoa	308	0	False	False	-1
Q5HYK7	Homo sapiens	Metazoa	790	0	False	False	-1
Q9VC56	Drosophila melanogaster	Metazoa	3912	0	False	False	-1
A2A9C3	Mus musculus	Metazoa	3431	0	False	False	-1
Q4E657	Trypanosoma cruzi (strain CL Brener)	Other	485	0	False	False	-1
Q6PI26	Homo sapiens	Metazoa	577	0	False	False	-1
Q9SQR3	Arabidopsis thaliana	Plants	267	0	False	False	-1
F4JZC2	Arabidopsis thaliana	Plants	680	0	False	False	-1
Q55GJ6	Dictyostelium discoideum	Other	214	0	False	False	-1
Q6WNK7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	96	0	False	False	-1
Q9ES52	Mus musculus	Metazoa	1191	0	False	False	-1
Q04116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353	0	False	False	-1
Q94BV2	Arabidopsis thaliana	Plants	181	0	False	False	-1
Q811H0	Mus musculus	Metazoa	420	0	False	False	-1
P53032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	299	0	False	False	-1
Q9CAF6	Arabidopsis thaliana	Plants	950	0	False	False	-1
Q8K459	Mus musculus	Metazoa	51	0	False	False	-1
Q9URQ3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322	0	False	False	-1
P38255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	0	False	False	-1
Q9D6J6	Mus musculus	Metazoa	248	0	False	False	-1
Q9NR21	Homo sapiens	Metazoa	338	0	False	False	-1
Q5BJZ6	Rattus norvegicus	Metazoa	400	0	False	False	-1
Q8VHQ2	Mus musculus	Metazoa	579	0	False	False	-1
Q9U2M1	Caenorhabditis elegans	Metazoa	1499	0	False	False	-1
P22148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382	0	False	False	-1
P15340	Gallus gallus	Metazoa	62	0	False	False	-1
Q99583	Homo sapiens	Metazoa	582	0	False	False	-1
Q9Y375	Homo sapiens	Metazoa	327	0	False	False	-1
Q06411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	708	0	False	False	-1
Q6C7L6	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	237	0	False	False	-1
P53437	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365	0	False	False	-1
Q12513	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	150	0	False	False	-1
P54860	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	961	0	False	False	-1
Q05016	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	267	0	False	False	-1
Q12033	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	661	0	False	False	-1
P0DI83	Homo sapiens	Metazoa	198	0	False	False	-1
Q94A68	Arabidopsis thaliana	Plants	377	0	False	False	-1
Q8NB16	Homo sapiens	Metazoa	471	0	False	False	-1
Q9D328	Mus musculus	Metazoa	167	0	False	False	-1
Q58DZ9	Rattus norvegicus	Metazoa	258	0	False	False	-1
Q6UVM4	Rattus norvegicus	Metazoa	1142	0	False	False	-1
Q283Q6	Xenopus laevis	Metazoa	784	0	False	False	-1
D3ZUI5	Rattus norvegicus	Metazoa	1133	0	False	False	-1
P16965	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	84	0	False	False	-1
Q15024	Homo sapiens	Metazoa	291	0	False	False	-1
Q99JS0	Mus musculus	Metazoa	100	0	True	False	-1
Q9QYL0	Mus musculus	Metazoa	170	0	False	False	-1
Q8GT66	Pisum sativum	Plants	436	0	False	False	-1
Q9BRG1	Homo sapiens	Metazoa	176	0	False	False	-1
P43587	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155	0	False	False	-1
O17386	Caenorhabditis elegans	Metazoa	458	0	True	False	-1
Q1EHW4	Mus musculus	Metazoa	186	0	False	False	-1
Q9FE22	Arabidopsis thaliana	Plants	292	0	False	False	-1
Q09739	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210	0	False	False	-1
P32796	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	670	0	False	False	-1
Q7Z7H3	Homo sapiens	Metazoa	387	0	False	False	-1
Q15428	Homo sapiens	Metazoa	464	0	False	False	-1
Q9Y5U2	Homo sapiens	Metazoa	329	0	False	False	-1
Q16617	Homo sapiens	Metazoa	165	0	True	False	-1
Q965H3	Caenorhabditis elegans	Metazoa	735	0	False	False	-1
Q16637	Homo sapiens	Metazoa	294	0	False	False	-1
Q9UK73	Homo sapiens	Metazoa	627	0	False	False	-1
P53150	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	421	0	False	False	-1
P21826	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554	0	False	False	-1
Q9LSW8	Arabidopsis thaliana	Plants	251	0	False	False	-1
Q7KZN9	Homo sapiens	Metazoa	410	0	True	False	-1
P40317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	901	0	False	False	-1
Q06188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304	0	False	False	-1
P07248	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1323	0	False	False	-1
W2SDE2	Cyphellophora europaea (strain CBS 101466)	Fungi	346	0	False	False	-1
Q9Y3F4	Homo sapiens	Metazoa	350	0	False	False	-1
Q06106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	887	0	False	False	-1
P16603	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	691	0	True	False	-1
Q12242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	671	0	False	False	-1
Q9UTH9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	617	0	False	False	-1
Q8BUV3	Mus musculus	Metazoa	769	0	False	False	-1
Q66HL2	Rattus norvegicus	Metazoa	509	0	False	False	-1
Q8VDP2	Mus musculus	Metazoa	222	0	False	False	-1
P46422	Arabidopsis thaliana	Plants	212	0	False	False	-1
P55212	Homo sapiens	Metazoa	293	0	False	False	-1
A2AMT1	Mus musculus	Metazoa	669	0	False	False	-1
Q9SGA2	Arabidopsis thaliana	Plants	361	0	False	False	-1
Q15849	Homo sapiens	Metazoa	920	0	False	False	-1
Q1K8V2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	91	0	False	False	-1
Q6VY05	Mus musculus	Metazoa	352	0	False	False	-1
P23255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1407	0	False	False	-1
P38806	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	282	0	False	False	-1
Q9Y6Q9	Homo sapiens	Metazoa	1424	0	False	False	-1
Q9UHQ1	Homo sapiens	Metazoa	456	0	False	False	-1
O54931	Mus musculus	Metazoa	1089	0	False	False	-1
O60293	Homo sapiens	Metazoa	1989	0	False	False	-1
Q9VX31	Drosophila melanogaster	Metazoa	1105	0	False	False	-1
P97855	Mus musculus	Metazoa	465	0	False	False	-1
Q96305	Arabidopsis thaliana	Plants	136	0	False	False	-1
P41832	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1953	0	False	False	-1
Q12204	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	715	0	False	False	-1
P36532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	105	0	False	False	-1
Q9BWF2	Homo sapiens	Metazoa	469	0	False	False	-1
Q3E772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	92	0	False	False	-1
Q52K88	Arabidopsis thaliana	Plants	202	0	False	False	-1
A0A0D1DYJ6	Mycosarcoma maydis	Fungi	619	0	True	False	-1
O82660	Arabidopsis thaliana	Plants	403	0	False	False	-1
Q9M022	Arabidopsis thaliana	Plants	242	0	False	False	-1
Q925D4	Rattus norvegicus	Metazoa	263	0	True	False	-1
Q8CJ27	Mus musculus	Metazoa	3122	0	False	False	-1
P19536	Mus musculus	Metazoa	128	0	False	False	-1
Q0WPF2	Arabidopsis thaliana	Plants	808	0	False	False	-1
P41247	Homo sapiens	Metazoa	253	0	False	False	-1
Q9VEN1	Drosophila melanogaster	Metazoa	2210	0	False	False	-1
Q3UL36	Mus musculus	Metazoa	271	0	False	False	-1
P34162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210	0	False	False	-1
P97813	Mus musculus	Metazoa	933	0	False	False	-1
Q6GLP4	Xenopus laevis	Metazoa	391	0	False	False	-1
Q9BT92	Homo sapiens	Metazoa	498	0	False	False	-1
Q9JKY0	Mus musculus	Metazoa	299	0	False	False	-1
Q9NVD7	Homo sapiens	Metazoa	372	0	False	False	-1
Q20929	Caenorhabditis elegans	Metazoa	510	0	False	False	-1
O74808	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1238	0	False	False	-1
P57725	Mus musculus	Metazoa	372	0	False	False	-1
Q9UU76	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	642	0	False	False	-1
Q9H444	Homo sapiens	Metazoa	224	0	False	False	-1
Q9H1D9	Homo sapiens	Metazoa	316	0	False	False	-1
Q96DX5	Homo sapiens	Metazoa	294	0	False	False	-1
Q08961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583	0	False	False	-1
Q84Y18	Arabidopsis thaliana	Plants	332	0	False	False	-1
A6NJ78	Homo sapiens	Metazoa	407	0	False	False	-1
F4JW79	Arabidopsis thaliana	Plants	1493	0	False	False	-1
O13834	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	3227	0	False	False	-1
Q03750	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	510	0	False	False	-1
Q9SZD6	Arabidopsis thaliana	Plants	953	0	False	False	-1
P22734	Rattus norvegicus	Metazoa	264	0	False	False	-1
Q08157	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	551	0	True	False	-1
C8VSZ2	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	370	0	False	False	-1
P18581	Mus musculus	Metazoa	657	0	True	False	-1
Q9JM80	Rattus norvegicus	Metazoa	424	0	False	False	-1
Q6DBN4	Arabidopsis thaliana	Plants	253	0	True	False	-1
Q8IYT2	Homo sapiens	Metazoa	770	0	False	False	-1
Q9VJN5	Drosophila melanogaster	Metazoa	470	0	False	False	-1
Q10210	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	391	0	False	False	-1
P39706	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	426	0	False	False	-1
P46818	Sinapis alba	Plants	1078	0	False	False	-1
Q9C5H9	Arabidopsis thaliana	Plants	678	0	False	False	-1
Q9CQT7	Mus musculus	Metazoa	168	0	False	False	-1
A8MZ59	Homo sapiens	Metazoa	198	0	False	False	-1
Q8GZA8	Arabidopsis thaliana	Plants	237	0	False	False	-1
Q29455	Bos taurus	Metazoa	198	0	False	False	-1
Q9SX99	Arabidopsis thaliana	Plants	261	0	False	False	-1
O74835	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1690	0	False	False	-1
P51610	Homo sapiens	Metazoa	2035	0	False	False	-1
K9NVA6	Hematodinium sp	Other	132	0	False	False	-1
F4JYC8	Arabidopsis thaliana	Plants	1706	0	False	False	-1
Q09858	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	205	0	False	False	-1
P40014	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	0	False	False	-1
Q7L2Z9	Homo sapiens	Metazoa	268	0	False	False	-1
O43663	Homo sapiens	Metazoa	620	0	False	False	-1
Q8WV22	Homo sapiens	Metazoa	266	0	False	False	-1
P24391	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	349	0	False	False	-1
